Asset_A;Asset_B;P-Value
INCY;TDY;0.01487977276444006
AMT;DTE;0.01488145400994583
ABT;KKR;0.014885168412583827
ANET;MMM;0.01488667917365565
CCI;GDDY;0.014891949519176793
NOW;PLD;0.014893330764955722
CSX;PGR;0.014905132410929696
ANET;SBAC;0.014911884973073969
CSX;TEL;0.014917045770838029
ALL;AWK;0.014920171315596495
HWM;PHM;0.01492788594737822
CVS;ITW;0.014930190996664327
HST;URI;0.014941669381603448
AES;KEY;0.014957911254619816
AES;PLD;0.014958145992650242
HWM;NWSA;0.014959199231650245
ADM;TYL;0.014960671047254836
HON;TECH;0.014965925027064208
EBAY;EMN;0.014974534500588787
IQV;META;0.014987284643042602
FITB;RJF;0.014987939760964932
EMN;GDDY;0.015001932671681172
CSX;ETR;0.015002923435777221
ETN;KLAC;0.015003764060950367
WDAY;WEC;0.015018422131533569
CVS;SHW;0.015019210820506083
ANET;MSFT;0.015037441409634505
DLR;FMC;0.015042452946828376
FRT;TT;0.015045579214577007
COO;TRGP;0.015047427009724256
EQR;MAA;0.015059697208605012
GRMN;PHM;0.01506495606993213
APTV;DXCM;0.015073008006056937
CTSH;MTD;0.015075354508576493
CSX;WEC;0.01508011120180754
CTAS;RMD;0.015089232721355216
CSX;PFE;0.01509505855540848
DECK;LIN;0.015095855871707092
DD;MU;0.015097554664279101
CCI;MNST;0.015098510765000996
GPN;NFLX;0.015101825958919787
HWM;MLM;0.015102752704823936
AES;LNT;0.015111936852049259
INVH;STZ;0.015115041496057805
CVS;NTAP;0.01511574640856761
CNC;MHK;0.015117149142679644
TECH;UNH;0.015119511429606845
CBRE;NVR;0.015126736267858975
FTNT;VLO;0.015127080797686132
SPGI;XYL;0.015131286923177249
FITB;JBHT;0.015134255546792706
AEP;RVTY;0.015136241197540574
HWM;SCHW;0.015141475116238161
ADP;MSCI;0.015158993028900314
CNP;ZBRA;0.015190158542567504
CSX;SYK;0.015193012740314968
HWM;MCK;0.015194113119122903
MHK;SNPS;0.015194389152327889
BKR;CDNS;0.015202882882701382
ADM;APD;0.015210333843636521
AWK;EMN;0.015213634957215998
HWM;WYNN;0.01521849251329376
AES;ISRG;0.015222248393883852
MHK;WEC;0.015223896049256261
HWM;LMT;0.015224290340596093
IVZ;ZTS;0.015231456591810879
BMY;MA;0.01524308240195318
HWM;NKE;0.015246061966886132
CVS;PRU;0.015258337991528191
BRO;CME;0.01526864665184113
HWM;MDLZ;0.015271578351958826
GDDY;NEE;0.01527458553130605
BAX;KMI;0.015279203801024344
CSX;ELV;0.015282222135556413
HWM;SYY;0.015321439812768355
CVS;URI;0.015336397078961457
ARE;MMM;0.015340607302121556
SPG;WELL;0.01534358262994212
CVS;NVR;0.015345247221830616
REG;WELL;0.015350214489930644
CCL;WDAY;0.015351761027611783
EBAY;LMT;0.015374378473916463
SW;TAP;0.015382319516514502
CSX;LYV;0.015388820183228218
BKR;IEX;0.015390371566245434
MHK;NOC;0.015394563659945187
AMZN;NTRS;0.015395534789830684
INVH;WEC;0.015413317682551705
HST;PH;0.015417292414963889
HWM;PAYX;0.015418336615602815
HST;PAYX;0.015427824904385013
AES;WYNN;0.015428139161130717
AEP;ANET;0.015428961324677654
HWM;REGN;0.015439456740490775
DOV;GE;0.015446118734513995
CBRE;MAR;0.015451357512250219
HWM;META;0.01545236374144521
AES;IVZ;0.015457818042143176
GDDY;WEC;0.015460867833943301
DLR;PLD;0.015464044151114322
FDX;NOC;0.015464130347293145
TAP;UPS;0.015465784496125937
CFG;PAYX;0.015474257177397411
AVGO;GDDY;0.015481204969643229
ADBE;MNST;0.01549053657994867
INCY;J;0.015491478329745028
HWM;LHX;0.01549148320534768
L;MAR;0.015492927663819347
MPC;SHW;0.015497892583782584
A;APO;0.01549961864362395
CDW;ROP;0.015511003833693957
HWM;LNT;0.015515772891288429
HSY;LUV;0.01551692238874661
CSX;FTV;0.0155344875438435
PAYC;SBAC;0.01553448938367563
AME;INTU;0.015551969376105604
HUBB;STLD;0.015556387148587827
COP;PAYX;0.015557673310725653
LYV;GBPUSD=X;0.015558274233168553
HWM;NEM;0.015564273540749188
AES;LVS;0.015565301498879948
HWM;MS;0.015582742695600518
HWM;SWK;0.01558466431123442
KEY;UNP;0.015586450244019454
CF;OXY;0.01559717902825346
AEE;CDNS;0.015606969384403913
INCY;PEG;0.015616884829551278
LYV;NFLX;0.01562302566277031
MCO;V;0.015631640882758112
ADM;WAT;0.01564018898172717
CSX;MA;0.015648464440716166
C;TECH;0.015662453589906245
AES;PNR;0.015670262162827277
PLD;GBPUSD=X;0.015671686166454722
ADP;MCO;0.01567848716098132
HUM;IEX;0.015683723613939767
APA;BMY;0.01569131642753559
LMT;XYL;0.015707442628400334
GNRC;TXT;0.015708137626602375
ALLE;CPB;0.015722120994065558
AES;CPB;0.015722897054536968
PHM;WM;0.015723616689149816
BSX;HCA;0.01574335495879997
INVH;TER;0.0157472928686848
INVH;IRM;0.01575027979601615
CDW;TRV;0.015753820032826757
HWM;PWR;0.0157608796780384
ED;GDDY;0.015761007369524772
HWM;XEL;0.015762968455418806
AJG;EMN;0.015772288376265094
HWM;TEL;0.01577563140050048
EPAM;JKHY;0.015779291781198485
AES;NEE;0.015779319472109525
JPM;RJF;0.015789044823972632
L;RJF;0.015792120427623742
CE;UPS;0.01579243969932443
META;TTWO;0.015794327279131572
CSX;INTC;0.01581257547240853
APTV;SPGI;0.015818089393737748
HWM;SW;0.015832633751968764
CSX;TDY;0.015840088960200848
EMN;LMT;0.015840522156022285
CSX;EXPD;0.01584179883304017
DG;ODFL;0.015844640271175738
C;GPN;0.01585890630308709
HWM;JNJ;0.01586278900089409
DOV;DXCM;0.015867740668819873
AES;FIS;0.015872853050160073
CSX;DOV;0.015875305056150518
DECK;ITW;0.015883145104847448
APA;NXPI;0.015890694917903368
FTNT;BTC-USD;0.015903063614538693
AOS;GBPUSD=X;0.015903834452853604
AES;TECH;0.015918474624751724
HIG;META;0.015938014327316733
HWM;RMD;0.01593996648717051
APTV;PKG;0.015943847798747284
APTV;BAX;0.015956038799741903
NVDA;STE;0.015966477147212953
LYV;RCL;0.01597164685610599
PH;WM;0.015985137188146033
CE;HST;0.015992681223016
DUK;EQR;0.015994275963017158
CMI;TTWO;0.015995951338901422
AMD;BG;0.016006333144350692
STLD;UNP;0.016012070959105066
INVH;KMB;0.01601332000785581
CSX;GE;0.016016209652779993
MLM;PWR;0.016018650105362787
GPN;ZBRA;0.016019576291853937
ABT;AXP;0.01602626118480153
NEE;NXPI;0.0160396211801208
DOC;INVH;0.01604335370285246
GRMN;BTC-USD;0.016045369350813608
HWM;SYK;0.01605183587698222
DD;HST;0.016055224636740188
ACN;CTAS;0.016060896247211517
DUK;TDG;0.01606316340016933
HWM;IRM;0.016065339491813088
CMI;TMO;0.016073686877603934
ADM;TRGP;0.016080439770068098
HWM;RJF;0.016090172552164047
HWM;WELL;0.016106527732822982
IQV;MPWR;0.016109925746374567
HWM;UNP;0.016110931764130185
FRT;MOS;0.01611607102974882
FE;ULTA;0.016119092193818515
NCLH;PLD;0.016119817803672064
EQIX;NI;0.01612712433810271
CSX;IQV;0.016136384601529427
HWM;KEY;0.016143586974677434
AVGO;MMM;0.01614928207814504
HWM;TXN;0.016157926141996473
CSX;DOC;0.016165019752848644
ALL;L;0.016184440593977195
CVS;SWK;0.016184678661630262
AMZN;GLW;0.016187112333446625
DLR;MGM;0.016190219284456474
HWM;RF;0.016193689551446615
APA;NEE;0.016199539413710804
AES;CPT;0.01620086511991731
AEP;WEC;0.01621863613338898
MHK;PSX;0.016219003729420714
FICO;SWK;0.016222669066075446
DXCM;MA;0.016226537021145293
BKR;PGR;0.0162297549634822
META;NXPI;0.016232945730437667
AES;ROST;0.01623431407350406
AES;IEX;0.016234724924861697
AES;SPGI;0.016243391804128038
AES;LYV;0.01624764458505743
HWM;TFX;0.016251426602652656
HWM;PAYC;0.016256852885794367
APTV;MCD;0.016267050912032278
DXCM;NOW;0.016275144464940088
APA;NI;0.016276994356346598
MHK;TROW;0.016277095886096868
AES;MAS;0.016282469135101573
CSX;LHX;0.016297676753356034
AFL;NEE;0.016318451625758474
KKR;NXPI;0.016320916077802422
APA;ROL;0.01632352534523073
EMN;V;0.016327502770052186
KEYS;NVDA;0.016328851312835287
AVY;CTAS;0.01633757144232375
PAYC;PLD;0.016343975049468683
CPB;CPT;0.01634683996811156
BX;CTSH;0.016348981153375918
EXR;TSN;0.016353442505349987
EXR;LW;0.01637056049229997
LLY;PFE;0.016378231536548556
DD;EMN;0.01638020410035566
HWM;GBPUSD=X;0.016387479073891518
HWM;NTAP;0.01640063473303725
JPM;VLO;0.01640334004123232
ADP;MA;0.016415599016057294
AES;NVDA;0.016424094193951348
CVS;HLT;0.01642898359818667
AES;EFX;0.016436039788270705
ADI;HST;0.016438085264126514
LNT;XYL;0.016438513231500262
COF;HUBB;0.01644228018701231
GDDY;IR;0.016444337427131937
CPT;EURUSD=X;0.016452808143512552
CSX;NVDA;0.01646208692873029
BWA;EXR;0.01646623345453354
CSX;NVR;0.016469651584044127
GD;MCHP;0.016481263152763666
GPN;RVTY;0.01650743436578355
PLD;TDG;0.016514987412551016
CCL;UDR;0.016515233353056085
LW;MAR;0.016527405642371554
BKR;INVH;0.016534938621512493
AEP;APO;0.016538608039957835
ADP;BA;0.016546305098857527
AES;AME;0.016553202048171872
MPWR;NOC;0.01656946597509961
HWM;NEE;0.016586639604160836
CBRE;PNC;0.016589774773751204
HWM;O;0.01660063614756268
TYL;WTW;0.01660759347976989
AAPL;DXCM;0.016609814667527714
HWM;SMCI;0.016613903764685946
APTV;ISRG;0.016616929339431243
HWM;MAR;0.016617942936033477
CSX;JBHT;0.01661942709721005
AES;CHD;0.016620319149078144
CVS;JPM;0.016627086291963373
L;VRSK;0.016628226094974007
AES;APTV;0.016635140099703932
EXR;PODD;0.016651325731492982
AVGO;MNST;0.01666307282597768
CSX;HIG;0.016676990802992182
HWM;V;0.01668815978318859
CSX;EMN;0.016690828947732887
AES;CCI;0.016704428939523928
ALGN;FICO;0.016717015648706045
EXR;PSX;0.01673948822973925
ADBE;AWK;0.01674349446591312
HWM;ROK;0.016743839617755007
HSY;WY;0.01676376621305694
RMD;TECH;0.016789316679588717
CSX;MTB;0.01679180443881904
OKE;UAL;0.016794659178444367
AES;CB;0.016827796676787177
HWM;SPG;0.01682912417898158
ALB;AMAT;0.016838007790421182
AES;BG;0.01684146147829225
NTAP;SCHW;0.016842465088355244
AES;NOW;0.0168450265593444
AES;ZTS;0.016846863588839637
BDX;RMD;0.016870960176548124
HWM;NTRS;0.016877071204879964
ADM;GPN;0.01688443327884961
A;TMO;0.016885022093670887
HBAN;STLD;0.016886395713459144
MNST;WYNN;0.01688651103483109
AES;FMC;0.016889809926536357
ARE;C;0.016891984814096137
HWM;OKE;0.016895845644834474
CVS;MAR;0.016906931291478803
HWM;ITW;0.01690904971739992
EBAY;HIG;0.016916463626686536
ADM;NWSA;0.016920832736194415
AVGO;D;0.016945230966116658
KEY;LUV;0.01695049428483824
HWM;J;0.016962434574582422
GLW;ROP;0.016968244356040923
PKG;WDAY;0.017002255735208038
AES;RVTY;0.017007609102205525
HWM;MAS;0.017007774492945573
ADM;DE;0.017009421503877326
ARE;SWK;0.017011166764451843
IQV;PYPL;0.01701503003801814
BKR;NOC;0.017033404577002396
EXR;MTCH;0.01704353374484655
FTNT;NDSN;0.01705060078340863
CSX;IBM;0.01706484951727653
APTV;XYL;0.0170687382248341
BKR;MPWR;0.017076594781975592
ABBV;ADP;0.017095020815374642
AME;TDG;0.017101960998746373
ROL;ZBRA;0.017106233997817303
HUM;TTWO;0.017113266129285324
MMM;ZTS;0.01711668284107476
CTAS;LDOS;0.017153152216331957
ROP;TAP;0.017170232332160227
AES;FTNT;0.01717501520798137
APTV;NXPI;0.01717804471240803
INVH;J;0.017183595231633642
AES;ED;0.01719443241200086
AOS;LNT;0.017199013590456395
EXC;MPWR;0.017208449065815066
AES;EG;0.017208547342731476
CVS;HII;0.01722205929528612
CDW;CMI;0.01723331098835425
ANET;CTAS;0.017238941540173983
DXCM;HON;0.017241496388268253
EMN;NOW;0.01725382514331215
BAX;ECL;0.017255736815765966
META;PYPL;0.017258560307168776
HWM;NFLX;0.017263744943781238
AMZN;D;0.017268763863641137
HWM;WAB;0.017286773699157928
DXCM;LIN;0.017305440863237008
GLW;TRV;0.017326976603406617
BDX;TEL;0.017332149897726426
MDT;WMB;0.017332399195014506
HWM;TSCO;0.017344224565284765
EXR;UNP;0.017353290961493014
HWM;LEN;0.017353833871411897
HWM;POOL;0.017362528179629785
AES;POOL;0.017364177241949937
CTAS;TROW;0.017373917329889875
AES;CRL;0.017376275196959282
HWM;VTRS;0.01737937081191744
AES;INTU;0.0173845491894704
ARE;CBRE;0.017389401629181202
HWM;MCO;0.017412247285589398
CSX;FIS;0.017414107823624663
CCI;CTAS;0.017430119733627715
DXCM;INTU;0.017432750858542827
NOW;ROL;0.017436147144017033
BAX;DXCM;0.017439151136165773
DTE;SW;0.017453859790421484
GPN;WDAY;0.0174621786192034
NEM;VST;0.017469924466888675
HWM;TYL;0.01747488081189354
SW;TMO;0.017484022876954563
BX;TYL;0.017491890619970325
AES;PPL;0.01749425866044649
HWM;WDAY;0.017510297075319863
AMT;NI;0.01751202960187335
FRT;WDC;0.01752691466427619
CI;NOW;0.017542141997914054
TAP;TECH;0.017569752000797502
EMR;TEL;0.01757374600272452
ARE;MNST;0.01757396188155614
AES;ATO;0.01758127672219849
AMD;DLTR;0.017584869480358936
L;SPGI;0.017585506054969672
ADSK;DXCM;0.017609638514773377
CVS;TDY;0.017625001923651698
ALGN;MPWR;0.017626724121975457
ECL;GBPUSD=X;0.01763905681969755
NCLH;STT;0.017645583417070856
CF;JBHT;0.017645811657693584
BRO;LHX;0.01764737429549397
KO;NXPI;0.01766162692479718
ADP;TXT;0.01766298834176923
INVH;LYV;0.01766312349193069
HWM;IT;0.01767036560972127
EXPD;PNC;0.017674581708336426
AJG;DD;0.01767748752926126
HWM;LII;0.017679489383308433
AES;WELL;0.01768643573992436
GDDY;YUM;0.01768710624759323
SYY;UNP;0.017687196179567866
ADM;AVGO;0.017691397163991943
ABBV;EXR;0.01772325981574389
HWM;URI;0.017724988937733537
BKR;TTWO;0.017728005852984174
HWM;TMUS;0.017753770558616884
AES;AOS;0.017770910512876784
CSX;GL;0.01777297664469839
MKTX;WMB;0.01777303556616339
ALL;UNH;0.017777876728323722
INCY;VRSK;0.017783210255676377
GL;L;0.017784394265359636
HIG;TDG;0.017787537709656662
NCLH;OMC;0.017788393330620846
PAYC;SYK;0.017790389791715988
CSX;MHK;0.017794836812087315
HUM;META;0.017797415730832933
HWM;PFE;0.01780434133157131
AES;LOW;0.017818516656459116
INVH;IQV;0.017824794657673806
NOW;PYPL;0.017826363181466257
SLB;WDAY;0.01783922517940607
BDX;TDG;0.01784374279168182
HWM;SO;0.017847563536424114
AEP;EQIX;0.017847926470945515
CVS;MPWR;0.0178534830907265
ELV;L;0.0178731386210204
EBAY;TXT;0.017875064621934222
AES;AVGO;0.0178754485929295
IR;LW;0.01788231234967154
FRT;TPR;0.01788667520295876
CRM;MU;0.017886992345276662
NEM;ULTA;0.017893403374280616
BMY;CRL;0.01791399800975705
EXPD;GL;0.017914277562719672
HWM;LW;0.01791592400458463
ITW;L;0.017926289298523267
EL;MPC;0.017959474739157325
AES;HWM;0.017963775559510856
CNC;L;0.01796793255510344
MSI;STZ;0.017978970166897368
AJG;NOC;0.017979498201319773
CSX;PRU;0.017981125037519845
AES;JCI;0.017988444006367326
CI;HST;0.017991693085828122
AVY;TROW;0.01799241231922559
HWM;PNR;0.017992871015305716
CSX;WFC;0.017997355341863287
INVH;SWK;0.018001272548597312
RCL;TECH;0.01800257715120829
DLR;LRCX;0.018011434658722857
DUK;MTD;0.018015796648870257
DLR;HUM;0.01801969982148307
DXCM;IFF;0.018023520887747745
ADM;O;0.018028758503308994
AEP;DTE;0.01803712856554894
HWM;PNC;0.018044017017349936
BLK;BR;0.01804663191036273
STT;SW;0.01805114716748414
FTV;TAP;0.018053168054479027
CBRE;GE;0.01805740202566139
SW;TXT;0.018060880066216537
GDDY;SPGI;0.018061693449869798
BMY;BWA;0.01806793878182016
BKR;MCD;0.018075556047652427
ALGN;MNST;0.018077301966207805
PTC;TEL;0.018080284360414072
MCO;UPS;0.018087495493479065
GL;MPC;0.018092522459711848
CFG;CPAY;0.018100930986378553
HWM;VZ;0.01810270027962264
BSX;HRL;0.01810615541707457
AWK;PFG;0.01812118632721335
AES;ERIE;0.01813020421173797
NTRS;SHW;0.018151694302847823
KMI;WDAY;0.01815675725040207
SMCI;SO;0.018170063601314165
AES;VZ;0.018170423498942094
IVZ;TDG;0.018175389216908946
FSLR;L;0.01819431887812045
BKR;TRMB;0.018195876222338484
CPT;WDAY;0.0181960063321516
ALGN;AWK;0.01820702271373145
SWK;TAP;0.018208465736810044
A;TECH;0.01821378258146321
AWK;L;0.018222834740861844
BKR;CRM;0.018228937206669793
LYV;MA;0.018243537299449324
AWK;GDDY;0.018260737199593563
BIIB;PCAR;0.018269898015156612
FE;KHC;0.018271777283603685
ADSK;TRGP;0.018278798553522758
ODFL;VLO;0.018282275815312398
AMZN;ITW;0.018288412371327552
BLK;KKR;0.01829871537203361
EBAY;ROL;0.01829968178829543
CPAY;URI;0.018300875345085215
ADP;V;0.01830525966647898
APO;GBPUSD=X;0.018320574920568735
C;NVDA;0.018333304262873443
ADP;CME;0.01834537471344755
IR;WYNN;0.01836253581684732
FRT;HAL;0.018366143976683357
HWM;MHK;0.018371208270735854
IR;REGN;0.018376182895089105
BAC;TXN;0.018382705547671335
CSX;FMC;0.018389907824910436
CVS;SO;0.018391214944588792
AWK;SWK;0.018394877735797656
CL;INVH;0.01840897208895148
MCD;RCL;0.018413778254351868
INVH;MS;0.018415182824809063
IQV;PLD;0.018415976159851754
BX;UDR;0.018417879815593573
DLR;TMO;0.018422138041283755
FICO;FSLR;0.018422711214468347
FDX;V;0.01842698125258878
NSC;TXT;0.018432490949591217
EPAM;L;0.018443623873225085
HWM;PNW;0.018454903486290954
META;GBPUSD=X;0.018468155021870266
AES;NXPI;0.018473275019850813
ADBE;SPGI;0.01847921800621209
EXR;SCHW;0.018481690545305983
AFL;ANET;0.01849816473977716
BKR;LMT;0.018500635531400914
CME;TXT;0.01850641336096265
CSX;DIS;0.018515878939058567
ROL;TDG;0.018518307462914347
ADM;LVS;0.018518327493639318
BAX;PLD;0.018520248041253743
HWM;ZBRA;0.018523152343615623
CB;DXCM;0.018534239572305093
FTV;LYV;0.018567705781597443
ACGL;AKAM;0.01857175956007852
FICO;MSI;0.01857411413880582
KR;NCLH;0.018576011746476676
NVDA;TAP;0.018576860943571312
INVH;NEE;0.018582484429548227
NI;RCL;0.018583051057812463
ED;HUM;0.01858577143940012
ARE;INTU;0.01858750668540597
KKR;SYK;0.018593636259728978
OKE;PWR;0.018598921304866803
AXP;DOV;0.018602348796773034
ALL;EXR;0.018606893363701416
GPN;META;0.018608476305916843
SBAC;WYNN;0.018615089998211737
CSX;PH;0.01862637289200796
HST;ROK;0.018636455445551734
TDG;YUM;0.018643974196788166
GLW;TECH;0.01865640416189599
A;CPT;0.01865906526533106
AOS;ETR;0.01866966874780493
ENPH;STLD;0.01866969621576326
EFX;GM;0.0186815518522821
HWM;KDP;0.01869713039048784
ARE;ROP;0.01872137554381088
CVS;RMD;0.018730575621556923
CSX;HUM;0.01873791949922018
MCO;TROW;0.018743704478739857
HWM;PCAR;0.018745700615161898
AVB;MDT;0.018756454823984265
HWM;SHW;0.018765475515563776
BKR;MCO;0.018775721190653287
AES;MCD;0.01878266939268643
HWM;RTX;0.01879091067069516
ARE;HST;0.018803838143496197
AFL;MCO;0.01881104650757531
CVS;SNPS;0.01881301226995141
CCI;ES;0.018814902374540636
AEP;ED;0.018819363973379116
ELV;TRV;0.01882372629756681
ICE;PGR;0.01882379883262034
STZ;UNH;0.018838491936007163
CSX;LMT;0.0188393260135933
BRO;TDY;0.018850974405887136
AMD;MTCH;0.01888690142451229
CSX;ROK;0.018899006376923197
AES;ETN;0.018907443925790125
CPRT;DG;0.018911007756236168
HWM;WAT;0.01891466712712577
ARE;PNC;0.01891524333094979
CRM;PSX;0.018923907050691722
AVGO;ROP;0.018934410670401216
GD;KO;0.018934764638971327
CSX;CTSH;0.018943216089016245
AES;GWW;0.018945727062345097
CDW;L;0.018946758459833225
CVS;LHX;0.018956717565494028
META;EURUSD=X;0.018957084052837865
MMM;RMD;0.01896898691796421
DHR;OXY;0.01897066673459214
SBAC;STZ;0.018983552222109505
FITB;LYB;0.018988673328711944
NOW;UNH;0.018991126624278265
ADP;NVR;0.018992781456254017
INVH;MRK;0.018994207895416847
ISRG;TDG;0.018998243902236815
BDX;PYPL;0.01899894888113933
ROL;TMO;0.01900691769033845
HWM;WFC;0.019008171023145937
ELV;MMM;0.019012916468097905
USDJPY=X;BTC-USD;0.019014371370184215
FMC;LYV;0.019018102661747714
PNR;SMCI;0.019024587380678516
CDW;EXR;0.01902492924677071
INCY;TEL;0.019031438186497267
AES;XEL;0.019044719772718745
AES;PM;0.01904486516939937
TMO;GBPUSD=X;0.01904548061993631
APTV;EURUSD=X;0.01904747801168816
FTNT;UNP;0.019050618293673726
INVH;OXY;0.019051422675109408
ADM;SYK;0.019070722713217227
BKNG;REGN;0.01912125431464831
ADM;BBY;0.019150220183817946
ADM;EPAM;0.019150472802600328
PNC;RJF;0.01915118549885155
CSX;TFC;0.019158794234783456
OKE;ULTA;0.01915969409728519
BDX;DXCM;0.019161335522124883
C;ICE;0.019167811479973016
CPAY;J;0.01917299731502052
COP;URI;0.019173323073243678
DUK;TMO;0.0191845994367554
HWM;KIM;0.019190918499062317
APTV;NOW;0.01921521857208156
HWM;LULU;0.019215807647553634
ADM;CCI;0.01922892144309328
AES;PAYC;0.01923028916799058
AMD;BTC-USD;0.01923240998837452
EXPD;VLO;0.01923647814288626
HWM;KHC;0.019242095108276264
BA;KKR;0.01924786520150583
AEP;NEE;0.019252678381495844
FRT;PWR;0.01925379003002846
AMAT;CDW;0.019257326386522056
BR;EXR;0.01926142026151804
BSX;MAA;0.019265469046566078
HWM;LDOS;0.0192779505376457
ROK;TFX;0.01927953395370294
MSI;WEC;0.019282583113116578
C;HIG;0.019306089916416424
CBRE;LW;0.019323373121550646
NOW;PSX;0.0193240451072179
AES;TRMB;0.019324404446752645
CVS;DELL;0.01933376857339191
DXCM;TXT;0.019335933278528263
AES;USDCAD=X;0.01933972515012016
ABBV;CTAS;0.01934639655328413
CSX;HUBB;0.01934945962356593
AES;TDG;0.019350281600447078
AON;CTSH;0.019351933172990703
NRG;ULTA;0.01935710954576786
CFG;OXY;0.01938026506345822
CVS;D;0.01938413173525419
AES;ORCL;0.019388597146314565
CSX;ULTA;0.019390631231415
DTE;NXPI;0.019397172999905777
ROK;TXT;0.01940127006482138
HWM;SYF;0.019418921592228508
CINF;NRG;0.01941911438878125
CNC;UNH;0.019437151164631124
PFG;WMT;0.019437288119090863
ATO;WDAY;0.0194394235144646
AVB;TSCO;0.01945548912962616
BMY;MCO;0.019458870794533942
EBAY;SPGI;0.019472663414794977
AXON;VMC;0.019477871916259614
ABBV;LHX;0.019487378470339243
NUE;VTR;0.019489020265180214
AES;APO;0.019498352672739014
CMS;NXPI;0.019500596977259227
HSIC;PAYX;0.019503897170149075
NCLH;PNW;0.019505796794040898
MHK;NEE;0.019507262243218262
AES;GOOG;0.019508959352257417
BMY;LMT;0.019516759000404952
NEE;TDG;0.019521172621028208
FRT;KO;0.01952406485720307
D;SBAC;0.019524984775872372
INVH;NOW;0.019550217090351846
ADI;SMCI;0.0195512228211938
AEE;CRM;0.01955294133720762
FIS;XYL;0.01956144183732422
CPT;SW;0.019561770084758307
AOS;NXPI;0.019593283978984907
CHTR;VTRS;0.019609909431946067
CHTR;STX;0.019621693045076997
MA;MNST;0.019630031276763465
KO;VRTX;0.019633211332544115
NRG;UPS;0.019645289604260933
APH;INVH;0.019652863436676875
CSX;MU;0.019657833970155903
DG;JPM;0.019661510900663686
ADP;EXC;0.01966174183921555
GE;UNH;0.01966192987004803
NCLH;UHS;0.019671483584401083
HWM;PH;0.019672174445773353
DXCM;GPN;0.019672307235008887
ATO;TDG;0.01967998163836297
ARE;GLW;0.019685891029497783
CTSH;TRMB;0.01968764167519743
CSX;TTWO;0.019695461985880625
CNC;NEE;0.019696571629273418
MNST;SPGI;0.019702712776238487
ADBE;MHK;0.019715066946590896
EBAY;MTD;0.01971698395972399
AES;ES;0.019719025214313124
